"InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country","PromoCode"
"540081","20685","DOORMAT RED RETROSPOT","10","2010-12-25 15:53:00","7.35","12583.0","France",""
"540081","71053","WHITE METAL LANTERN","11","2010-12-25 15:53:00","3.82","12583.0","France",""
"540081","21730","GLASS STAR FROSTED T-LIGHT HOLDER","2","2010-12-25 15:53:00","4.74","12583.0","France","NEWCUST"
"540081","47566","PARTY BUNTING","9","2010-12-25 15:53:00","4.99","12583.0","France","NEWCUST"
"540082","85123A","WHITE HANGING HEART T-LIGHT HOLDER","11","2011-01-10 12:06:00","3.0","13777.0","Germany",""
"540083","22632","HAND WARMER RED POLKA DOT","7","2010-12-09 14:01:00","1.86","16029.0","EIRE",""
"540083","85099B","JUMBO BAG RED RETROSPOT","8","2010-12-09 14:01:00","1.88","16029.0","EIRE",""
"540084","20685","DOORMAT RED RETROSPOT","1","2010-12-02 09:45:00","7.31","16029.0","United Kingdom",""
"540084","21730","GLASS STAR FROSTED T-LIGHT HOLDER","11","2010-12-02 09:45:00","4.3","16029.0","United Kingdom",""
"540084","21730","GLASS STAR FROSTED T-LIGHT HOLDER","1","2010-12-02 09:45:00","4.66","16029.0","United Kingdom","SUMMER10"
"540084","22752","SET 7 BABUSHKA NESTING BOXES","3","2010-12-02 09:45:00","8.01","16029.0","United Kingdom","NEWCUST"
"540085","85123A","WHITE HANGING HEART T-LIGHT HOLDER","4","2011-01-29 08:39:00","2.75","17809.0","EIRE","SUMMER10"
"540085","22752","SET 7 BABUSHKA NESTING BOXES","9","2011-01-29 08:39:00","7.99","17809.0","EIRE","BULK5"
"540086","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","3","2011-01-20 09:58:00","3.35","17850.0","Germany","NEWCUST"
"540086","20685","DOORMAT RED RETROSPOT","6","2011-01-20 09:58:00","7.17","17850.0","Germany",""
"540086","85099B","JUMBO BAG RED RETROSPOT","4","2011-01-20 09:58:00","1.63","17850.0","Germany",""
"540087","84029E","RED WOOLLY HOTTIE WHITE HEART","6","2011-01-18 15:06:00","3.73","17850.0","Australia",""
"540088","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","10","2010-12-14 15:02:00","3.31","15311.0","France",""
"540088","85123A","WHITE HANGING HEART T-LIGHT HOLDER","12","2010-12-14 15:02:00","2.96","15311.0","France","SUMMER10"
"540089","22752","SET 7 BABUSHKA NESTING BOXES","6","2010-12-08 13:38:00","7.92","17850.0","Germany",""
"540089","22632","HAND WARMER RED POLKA DOT","6","2010-12-08 13:38:00","2.09","17850.0","Germany","SUMMER10"
"540089","20685","DOORMAT RED RETROSPOT","4","2010-12-08 13:38:00","7.26","17850.0","Germany","SUMMER10"
"540089","85099B","JUMBO BAG RED RETROSPOT","11","2010-12-08 13:38:00","2.14","17850.0","Germany",""
"540090","85123A","WHITE HANGING HEART T-LIGHT HOLDER","7","2010-12-23 12:26:00","2.91","16029.0","France",""
"540091","22752","SET 7 BABUSHKA NESTING BOXES","6","2011-01-28 15:47:00","7.65","15311.0","EIRE",""
"540092","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","7","2010-12-29 15:07:00","3.84","12583.0","United Kingdom","NEWCUST"
"540092","85099B","JUMBO BAG RED RETROSPOT","8","2010-12-29 15:07:00","1.59","12583.0","United Kingdom",""
"540092","22632","HAND WARMER RED POLKA DOT","5","2010-12-29 15:07:00","2.11","12583.0","United Kingdom","SUMMER10"
"540093","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","4","2010-12-15 08:27:00","3.53","13047.0","Spain",""
"540093","22632","HAND WARMER RED POLKA DOT","9","2010-12-15 08:27:00","2.29","13047.0","Spain","NEWCUST"
"540094","84029E","RED WOOLLY HOTTIE WHITE HEART","5","2011-01-19 08:49:00","3.71","15311.0","Belgium","SUMMER10"
"540094","22752","SET 7 BABUSHKA NESTING BOXES","6","2011-01-19 08:49:00","8.14","15311.0","Belgium",""
"540095","85123A","WHITE HANGING HEART T-LIGHT HOLDER","3","2010-12-11 15:31:00","2.64","17850.0","Australia",""
"540095","71053","WHITE METAL LANTERN","6","2010-12-11 15:31:00","3.39","17850.0","Australia",""
"540096","22633","HAND WARMER UNION JACK","5","2011-01-30 16:17:00","1.98","13047.0","Belgium","NEWCUST"
"540096","84406B","CREAM CUPID HEARTS COAT HANGER","8","2011-01-30 16:17:00","2.85","13047.0","Belgium",""
"540096","85123A","WHITE HANGING HEART T-LIGHT HOLDER","11","2011-01-30 16:17:00","2.57","13047.0","Belgium",""
"540096","85123A","WHITE HANGING HEART T-LIGHT HOLDER","10","2011-01-30 16:17:00","2.56","13047.0","Belgium",""
"540097","22633","HAND WARMER UNION JACK","7","2010-12-03 09:56:00","1.97","15311.0","France","SUMMER10"
"540098","71053","WHITE METAL LANTERN","3","2011-01-13 15:10:00","3.34","13777.0","United Kingdom",""
"540098","84406B","CREAM CUPID HEARTS COAT HANGER","8","2011-01-13 15:10:00","2.91","13777.0","United Kingdom","BULK5"
"540099","22633","HAND WARMER UNION JACK","12","2010-12-20 10:27:00","1.9","12583.0","Germany","SUMMER10"
"540099","85099B","JUMBO BAG RED RETROSPOT","5","2010-12-20 10:27:00","2.02","12583.0","Germany","BULK5"
"540099","85099B","JUMBO BAG RED RETROSPOT","2","2010-12-20 10:27:00","1.66","12583.0","Germany","NEWCUST"
"540100","21730","GLASS STAR FROSTED T-LIGHT HOLDER","12","2010-12-31 12:46:00","4.52","13047.0","Belgium","NEWCUST"
"540100","20685","DOORMAT RED RETROSPOT","7","2010-12-31 12:46:00","7.27","13047.0","Belgium",""
"540100","21730","GLASS STAR FROSTED T-LIGHT HOLDER","1","2010-12-31 12:46:00","4.27","13047.0","Belgium",""
"540101","21730","GLASS STAR FROSTED T-LIGHT HOLDER","3","2010-12-06 13:18:00","4.25","14096.0","Belgium",""
"540101","22752","SET 7 BABUSHKA NESTING BOXES","12","2010-12-06 13:18:00","8.03","14096.0","Belgium",""
"540101","71053","WHITE METAL LANTERN","3","2010-12-06 13:18:00","3.65","14096.0","Belgium","BULK5"
"540101","22633","HAND WARMER UNION JACK","6","2010-12-06 13:18:00","1.98","14096.0","Belgium",""
"540102","22633","HAND WARMER UNION JACK","11","2011-01-22 13:34:00","2.11","16029.0","Germany","SUMMER10"
"540103","22633","HAND WARMER UNION JACK","9","2011-01-10 08:25:00","2.17","17809.0","EIRE",""
"540103","85099B","JUMBO BAG RED RETROSPOT","11","2011-01-10 08:25:00","2.02","17809.0","EIRE","BULK5"
"540104","22752","SET 7 BABUSHKA NESTING BOXES","7","2010-12-05 11:45:00","7.82","16029.0","Netherlands",""
"540104","22633","HAND WARMER UNION JACK","2","2010-12-05 11:45:00","2.33","16029.0","Netherlands",""
"540105","85123A","WHITE HANGING HEART T-LIGHT HOLDER","8","2011-01-24 15:14:00","2.49","16029.0","Australia",""
"540105","84029E","RED WOOLLY HOTTIE WHITE HEART","3","2011-01-24 15:14:00","3.54","16029.0","Australia","NEWCUST"
"540106","85099B","JUMBO BAG RED RETROSPOT","4","2010-12-20 13:59:00","1.78","14606.0","EIRE","SUMMER10"
"540106","85123A","WHITE HANGING HEART T-LIGHT HOLDER","6","2010-12-20 13:59:00","2.5","14606.0","EIRE",""
"540106","71053","WHITE METAL LANTERN","1","2010-12-20 13:59:00","3.35","14606.0","EIRE",""
"540106","20685","DOORMAT RED RETROSPOT","6","2010-12-20 13:59:00","7.51","14606.0","EIRE",""
"540107","22752","SET 7 BABUSHKA NESTING BOXES","2","2011-01-10 13:22:00","7.63","13047.0","Spain",""
"540107","84029E","RED WOOLLY HOTTIE WHITE HEART","3","2011-01-10 13:22:00","3.77","13047.0","Spain",""
"540108","21730","GLASS STAR FROSTED T-LIGHT HOLDER","6","2011-01-04 10:07:00","4.19","12583.0","Spain",""
"540108","21730","GLASS STAR FROSTED T-LIGHT HOLDER","1","2011-01-04 10:07:00","4.66","12583.0","Spain","SUMMER10"
"540108","22633","HAND WARMER UNION JACK","5","2011-01-04 10:07:00","1.8","12583.0","Spain",""
"540108","85123A","WHITE HANGING HEART T-LIGHT HOLDER","8","2011-01-04 10:07:00","3.01","12583.0","Spain","BULK5"
"540109","20685","DOORMAT RED RETROSPOT","9","2011-01-04 15:20:00","7.06","12583.0","Spain","NEWCUST"
"540109","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","12","2011-01-04 15:20:00","3.3","12583.0","Spain","NEWCUST"
"540109","20685","DOORMAT RED RETROSPOT","5","2011-01-04 15:20:00","7.56","12583.0","Spain","BULK5"
"540110","84029E","RED WOOLLY HOTTIE WHITE HEART","3","2010-12-01 11:07:00","3.36","13047.0","Australia","SUMMER10"
"540111","47566","PARTY BUNTING","2","2011-01-19 08:14:00","5.04","15311.0","Netherlands",""
"540111","22752","SET 7 BABUSHKA NESTING BOXES","10","2011-01-19 08:14:00","7.79","15311.0","Netherlands","SUMMER10"
"540111","85099B","JUMBO BAG RED RETROSPOT","4","2011-01-19 08:14:00","2.01","15311.0","Netherlands",""
"540111","84029E","RED WOOLLY HOTTIE WHITE HEART","6","2011-01-19 08:14:00","3.58","15311.0","Netherlands","SUMMER10"
"540112","22752","SET 7 BABUSHKA NESTING BOXES","2","2011-01-12 11:47:00","7.81","15291.0","Netherlands",""
"540112","85123A","WHITE HANGING HEART T-LIGHT HOLDER","1","2011-01-12 11:47:00","2.62","15291.0","Netherlands",""
"540112","21730","GLASS STAR FROSTED T-LIGHT HOLDER","2","2011-01-12 11:47:00","4.38","15291.0","Netherlands",""
"540113","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","3","2011-01-13 12:47:00","3.69","15311.0","Australia",""
"540113","47566","PARTY BUNTING","3","2011-01-13 12:47:00","5.28","15311.0","Australia","BULK5"
"540113","22632","HAND WARMER RED POLKA DOT","9","2011-01-13 12:47:00","2.27","15311.0","Australia","NEWCUST"
"540114","85123A","WHITE HANGING HEART T-LIGHT HOLDER","1","2011-01-17 08:44:00","2.63","17850.0","Netherlands","BULK5"
"540114","21730","GLASS STAR FROSTED T-LIGHT HOLDER","12","2011-01-17 08:44:00","4.43","17850.0","Netherlands","NEWCUST"
"540115","84406B","CREAM CUPID HEARTS COAT HANGER","1","2011-01-02 14:14:00","2.91","13777.0","Netherlands",""
"540115","71053","WHITE METAL LANTERN","6","2011-01-02 14:14:00","3.3","13777.0","Netherlands",""
"540115","71053","WHITE METAL LANTERN","7","2011-01-02 14:14:00","3.72","13777.0","Netherlands",""
"540116","22752","SET 7 BABUSHKA NESTING BOXES","4","2011-01-15 13:57:00","8.03","12583.0","France",""
"540116","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","2","2011-01-15 13:57:00","3.69","12583.0","France",""
"540117","20685","DOORMAT RED RETROSPOT","12","2011-01-18 15:45:00","7.53","13777.0","United Kingdom","BULK5"
"540118","84406B","CREAM CUPID HEARTS COAT HANGER","9","2010-12-17 10:24:00","2.86","17850.0","France",""
"540119","20685","DOORMAT RED RETROSPOT","5","2010-12-21 14:32:00","7.23","13777.0","EIRE",""
"540119","84406B","CREAM CUPID HEARTS COAT HANGER","6","2010-12-21 14:32:00","2.7","13777.0","EIRE","BULK5"
"540119","71053","WHITE METAL LANTERN","9","2010-12-21 14:32:00","3.68","13777.0","EIRE","SUMMER10"
"540119","84406B","CREAM CUPID HEARTS COAT HANGER","5","2010-12-21 14:32:00","2.65","13777.0","EIRE","NEWCUST"
"540120","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","3","2011-01-13 12:56:00","3.57","12583.0","Belgium","SUMMER10"
"540121","85123A","WHITE HANGING HEART T-LIGHT HOLDER","5","2011-01-05 09:36:00","2.68","12583.0","EIRE","NEWCUST"
"540121","85123A","WHITE HANGING HEART T-LIGHT HOLDER","3","2011-01-05 09:36:00","2.9","12583.0","EIRE",""
"540121","20685","DOORMAT RED RETROSPOT","11","2011-01-05 09:36:00","7.26","12583.0","EIRE","SUMMER10"
"540122","20685","DOORMAT RED RETROSPOT","8","2010-12-17 13:06:00","7.27","13047.0","EIRE","NEWCUST"
"540122","21730","GLASS STAR FROSTED T-LIGHT HOLDER","6","2010-12-17 13:06:00","4.43","13047.0","EIRE","SUMMER10"
"540123","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","11","2010-12-26 10:34:00","3.4","13047.0","EIRE",""
"540123","85099B","JUMBO BAG RED RETROSPOT","4","2010-12-26 10:34:00","1.61","13047.0","EIRE","NEWCUST"
"540124","22752","SET 7 BABUSHKA NESTING BOXES","3","2011-01-19 16:43:00","8.01","17809.0","EIRE","SUMMER10"
"540124","22632","HAND WARMER RED POLKA DOT","11","2011-01-19 16:43:00","1.79","17809.0","EIRE",""
"540125","22752","SET 7 BABUSHKA NESTING BOXES","9","2010-12-02 15:49:00","8.02","17809.0","Australia",""
"540125","22752","SET 7 BABUSHKA NESTING BOXES","10","2010-12-02 15:49:00","7.96","17809.0","Australia",""
"540125","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","6","2010-12-02 15:49:00","3.79","17809.0","Australia",""
"540125","22632","HAND WARMER RED POLKA DOT","11","2010-12-02 15:49:00","1.83","17809.0","Australia",""
"540126","85099B","JUMBO BAG RED RETROSPOT","9","2010-12-31 10:37:00","1.96","14096.0","Germany","BULK5"
"540126","20685","DOORMAT RED RETROSPOT","12","2010-12-31 10:37:00","7.51","14096.0","Germany",""
"540126","85123A","WHITE HANGING HEART T-LIGHT HOLDER","6","2010-12-31 10:37:00","2.59","14096.0","Germany",""
"540127","84406B","CREAM CUPID HEARTS COAT HANGER","4","2010-12-29 12:58:00","2.88","17809.0","France",""
"540127","20685","DOORMAT RED RETROSPOT","12","2010-12-29 12:58:00","7.58","17809.0","France",""
"540128","85099B","JUMBO BAG RED RETROSPOT","11","2011-01-26 10:02:00","2.11","17809.0","Netherlands",""
"540129","22633","HAND WARMER UNION JACK","7","2011-01-18 15:20:00","2.34","16029.0","Australia","SUMMER10"
"540130","84406B","CREAM CUPID HEARTS COAT HANGER","9","2011-01-28 16:23:00","2.69","17850.0","Germany","NEWCUST"
"540131","84406B","CREAM CUPID HEARTS COAT HANGER","12","2011-01-08 12:00:00","2.69","17809.0","Belgium","NEWCUST"
"540131","21730","GLASS STAR FROSTED T-LIGHT HOLDER","2","2011-01-08 12:00:00","4.32","17809.0","Belgium","BULK5"
"540131","20685","DOORMAT RED RETROSPOT","8","2011-01-08 12:00:00","7.46","17809.0","Belgium",""
"540132","22752","SET 7 BABUSHKA NESTING BOXES","10","2010-12-25 13:09:00","7.81","17809.0","France","NEWCUST"
"540133","84029E","RED WOOLLY HOTTIE WHITE HEART","2","2010-12-08 14:31:00","3.74","14096.0","Australia",""
"540134","20685","DOORMAT RED RETROSPOT","6","2010-12-30 16:05:00","7.42","17809.0","Germany","BULK5"
"540134","21730","GLASS STAR FROSTED T-LIGHT HOLDER","1","2010-12-30 16:05:00","4.65","17809.0","Germany",""
"540135","71053","WHITE METAL LANTERN","1","2010-12-15 16:39:00","3.56","17850.0","United Kingdom",""
"540135","84029E","RED WOOLLY HOTTIE WHITE HEART","5","2010-12-15 16:39:00","3.52","17850.0","United Kingdom",""
"540135","22752","SET 7 BABUSHKA NESTING BOXES","12","2010-12-15 16:39:00","7.92","17850.0","United Kingdom","SUMMER10"
"540136","84029E","RED WOOLLY HOTTIE WHITE HEART","7","2011-01-04 09:42:00","3.75","13777.0","Australia",""
"540136","85099B","JUMBO BAG RED RETROSPOT","1","2011-01-04 09:42:00","1.64","13777.0","Australia","BULK5"
"540136","85123A","WHITE HANGING HEART T-LIGHT HOLDER","6","2011-01-04 09:42:00","2.55","13777.0","Australia",""
"540137","85099B","JUMBO BAG RED RETROSPOT","8","2010-12-09 08:29:00","2.03","12583.0","EIRE","NEWCUST"
"540137","84029E","RED WOOLLY HOTTIE WHITE HEART","9","2010-12-09 08:29:00","3.69","12583.0","EIRE","SUMMER10"
"540137","85099B","JUMBO BAG RED RETROSPOT","3","2010-12-09 08:29:00","1.77","12583.0","EIRE","NEWCUST"
"540138","85123A","WHITE HANGING HEART T-LIGHT HOLDER","11","2011-01-25 13:35:00","2.86","14096.0","France",""
"540139","22752","SET 7 BABUSHKA NESTING BOXES","4","2011-01-03 15:33:00","7.91","15311.0","Belgium",""
"540139","85099B","JUMBO BAG RED RETROSPOT","1","2011-01-03 15:33:00","1.79","15311.0","Belgium",""
"540139","47566","PARTY BUNTING","3","2011-01-03 15:33:00","5.32","15311.0","Belgium",""
"540140","84406B","CREAM CUPID HEARTS COAT HANGER","10","2011-01-04 12:45:00","3.2","14096.0","Belgium","BULK5"
"540141","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","1","2010-12-13 13:25:00","3.66","12583.0","France",""
"540142","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","9","2010-12-02 14:51:00","3.74","16029.0","Australia","NEWCUST"
"540142","21730","GLASS STAR FROSTED T-LIGHT HOLDER","12","2010-12-02 14:51:00","4.19","16029.0","Australia","BULK5"
"540142","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","10","2010-12-02 14:51:00","3.35","16029.0","Australia",""
"540143","85099B","JUMBO BAG RED RETROSPOT","3","2010-12-20 16:45:00","1.68","12583.0","EIRE",""
"540143","22632","HAND WARMER RED POLKA DOT","9","2010-12-20 16:45:00","2.22","12583.0","EIRE","BULK5"
"540144","20685","DOORMAT RED RETROSPOT","11","2011-01-02 10:42:00","7.33","15291.0","France",""
"540145","85123A","WHITE HANGING HEART T-LIGHT HOLDER","9","2010-12-18 12:56:00","2.94","17850.0","France","BULK5"
"540145","84029E","RED WOOLLY HOTTIE WHITE HEART","5","2010-12-18 12:56:00","3.58","17850.0","France",""
"540146","84406B","CREAM CUPID HEARTS COAT HANGER","7","2010-12-15 10:36:00","3.07","15291.0","Belgium",""
"540146","71053","WHITE METAL LANTERN","12","2010-12-15 10:36:00","3.41","15291.0","Belgium","NEWCUST"
"540146","84029E","RED WOOLLY HOTTIE WHITE HEART","9","2010-12-15 10:36:00","3.62","15291.0","Belgium",""
"540146","20685","DOORMAT RED RETROSPOT","5","2010-12-15 10:36:00","7.45","15291.0","Belgium",""
"540147","85099B","JUMBO BAG RED RETROSPOT","3","2011-01-27 11:16:00","2.15","12583.0","Spain",""
"540147","20685","DOORMAT RED RETROSPOT","4","2011-01-27 11:16:00","7.3","12583.0","Spain","BULK5"
"540147","21730","GLASS STAR FROSTED T-LIGHT HOLDER","8","2011-01-27 11:16:00","4.19","12583.0","Spain","SUMMER10"
"540148","84406B","CREAM CUPID HEARTS COAT HANGER","7","2010-12-02 12:45:00","2.68","16029.0","Belgium","SUMMER10"
"540148","22752","SET 7 BABUSHKA NESTING BOXES","8","2010-12-02 12:45:00","7.65","16029.0","Belgium","SUMMER10"
"540149","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","2","2011-01-19 15:42:00","3.89","14606.0","Spain",""
"540149","21730","GLASS STAR FROSTED T-LIGHT HOLDER","9","2011-01-19 15:42:00","4.68","14606.0","Spain",""
"540149","22752","SET 7 BABUSHKA NESTING BOXES","8","2011-01-19 15:42:00","8.02","14606.0","Spain","SUMMER10"
"540149","21730","GLASS STAR FROSTED T-LIGHT HOLDER","6","2011-01-19 15:42:00","4.4","14606.0","Spain","BULK5"
"540150","22752","SET 7 BABUSHKA NESTING BOXES","3","2010-12-30 12:57:00","8.02","15311.0","United Kingdom","NEWCUST"
"540151","71053","WHITE METAL LANTERN","6","2011-01-07 08:35:00","3.6","13777.0","Spain","NEWCUST"
"540152","20685","DOORMAT RED RETROSPOT","12","2011-01-08 10:10:00","7.26","17850.0","France",""
"540152","84406B","CREAM CUPID HEARTS COAT HANGER","5","2011-01-08 10:10:00","2.8","17850.0","France","BULK5"
"540153","47566","PARTY BUNTING","2","2010-12-24 10:28:00","5.39","15311.0","France","SUMMER10"
"540153","85123A","WHITE HANGING HEART T-LIGHT HOLDER","6","2010-12-24 10:28:00","3.0","15311.0","France","BULK5"
"540154","85099B","JUMBO BAG RED RETROSPOT","1","2010-12-22 14:14:00","1.66","17809.0","United Kingdom",""
"540155","47566","PARTY BUNTING","1","2011-01-07 10:55:00","4.89","16029.0","United Kingdom","NEWCUST"
"540155","22752","SET 7 BABUSHKA NESTING BOXES","10","2011-01-07 10:55:00","8.09","16029.0","United Kingdom",""
"540155","85099B","JUMBO BAG RED RETROSPOT","11","2011-01-07 10:55:00","2.01","16029.0","United Kingdom",""
"540156","84406B","CREAM CUPID HEARTS COAT HANGER","10","2011-01-27 13:55:00","2.7","12583.0","Belgium",""
"540157","85123A","WHITE HANGING HEART T-LIGHT HOLDER","4","2010-12-11 10:51:00","2.74","14606.0","EIRE",""
"540157","85123A","WHITE HANGING HEART T-LIGHT HOLDER","4","2010-12-11 10:51:00","2.54","14606.0","EIRE",""
"540157","71053","WHITE METAL LANTERN","8","2010-12-11 10:51:00","3.8","14606.0","EIRE","NEWCUST"
"540157","22633","HAND WARMER UNION JACK","11","2010-12-11 10:51:00","2.0","14606.0","EIRE","NEWCUST"
"540158","85123A","WHITE HANGING HEART T-LIGHT HOLDER","5","2010-12-24 15:29:00","2.77","16029.0","Netherlands","BULK5"
"540158","84406B","CREAM CUPID HEARTS COAT HANGER","2","2010-12-24 15:29:00","2.87","16029.0","Netherlands",""
"540158","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","3","2010-12-24 15:29:00","3.83","16029.0","Netherlands","BULK5"
"540158","22633","HAND WARMER UNION JACK","4","2010-12-24 15:29:00","2.15","16029.0","Netherlands","SUMMER10"
"540159","47566","PARTY BUNTING","1","2010-12-10 14:40:00","5.14","14096.0","Belgium","BULK5"
"540159","21730","GLASS STAR FROSTED T-LIGHT HOLDER","4","2010-12-10 14:40:00","4.66","14096.0","Belgium","SUMMER10"
"540160","84029E","RED WOOLLY HOTTIE WHITE HEART","5","2010-12-08 13:47:00","3.69","15291.0","Belgium","NEWCUST"
"540161","85099B","JUMBO BAG RED RETROSPOT","11","2011-01-12 10:58:00","2.02","17809.0","Spain",""
"540161","85099B","JUMBO BAG RED RETROSPOT","12","2011-01-12 10:58:00","1.67","17809.0","Spain",""
"540161","85099B","JUMBO BAG RED RETROSPOT","7","2011-01-12 10:58:00","2.08","17809.0","Spain",""
"540162","84406B","CREAM CUPID HEARTS COAT HANGER","6","2011-01-07 15:07:00","3.13","15291.0","Germany",""
"540162","22752","SET 7 BABUSHKA NESTING BOXES","7","2011-01-07 15:07:00","7.76","15291.0","Germany",""
"540163","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","1","2011-01-07 10:50:00","3.82","17850.0","Spain",""
"540163","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","3","2011-01-07 10:50:00","3.71","17850.0","Spain","NEWCUST"
"540163","22633","HAND WARMER UNION JACK","1","2011-01-07 10:50:00","2.05","17850.0","Spain",""
"540164","84406B","CREAM CUPID HEARTS COAT HANGER","5","2010-12-29 09:18:00","2.83","17850.0","United Kingdom","NEWCUST"
"540164","22633","HAND WARMER UNION JACK","7","2010-12-29 09:18:00","1.81","17850.0","United Kingdom",""
"540165","22752","SET 7 BABUSHKA NESTING BOXES","10","2010-12-21 16:26:00","7.93","14606.0","United Kingdom","BULK5"
"540165","84029E","RED WOOLLY HOTTIE WHITE HEART","11","2010-12-21 16:26:00","3.44","14606.0","United Kingdom",""
"540165","85123A","WHITE HANGING HEART T-LIGHT HOLDER","3","2010-12-21 16:26:00","2.69","14606.0","United Kingdom",""
"540165","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","1","2010-12-21 16:26:00","3.45","14606.0","United Kingdom","BULK5"
"540166","22632","HAND WARMER RED POLKA DOT","5","2010-12-17 15:00:00","2.29","15311.0","EIRE",""
"540167","22633","HAND WARMER UNION JACK","5","2010-12-08 16:35:00","2.19","16029.0","Spain",""
"540167","22633","HAND WARMER UNION JACK","5","2010-12-08 16:35:00","2.24","16029.0","Spain","BULK5"
"540168","47566","PARTY BUNTING","1","2011-01-11 11:11:00","5.17","13047.0","Australia",""
"540168","20685","DOORMAT RED RETROSPOT","9","2011-01-11 11:11:00","7.42","13047.0","Australia","SUMMER10"
"540168","22752","SET 7 BABUSHKA NESTING BOXES","8","2011-01-11 11:11:00","7.6","13047.0","Australia",""
"540168","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","5","2011-01-11 11:11:00","3.39","13047.0","Australia","SUMMER10"
"540169","22632","HAND WARMER RED POLKA DOT","3","2011-01-05 16:34:00","2.27","17809.0","United Kingdom",""
"540170","21730","GLASS STAR FROSTED T-LIGHT HOLDER","11","2011-01-05 08:52:00","4.69","14606.0","France",""
"540170","21730","GLASS STAR FROSTED T-LIGHT HOLDER","11","2011-01-05 08:52:00","4.39","14606.0","France",""
"540170","21730","GLASS STAR FROSTED T-LIGHT HOLDER","9","2011-01-05 08:52:00","4.72","14606.0","France","NEWCUST"
"540170","85123A","WHITE HANGING HEART T-LIGHT HOLDER","10","2011-01-05 08:52:00","2.58","14606.0","France","SUMMER10"
"540171","71053","WHITE METAL LANTERN","12","2010-12-27 08:47:00","3.59","14096.0","France",""
"540172","22752","SET 7 BABUSHKA NESTING BOXES","2","2011-01-28 11:10:00","7.72","16029.0","United Kingdom","NEWCUST"
"540172","20685","DOORMAT RED RETROSPOT","1","2011-01-28 11:10:00","7.06","16029.0","United Kingdom",""
"540172","85123A","WHITE HANGING HEART T-LIGHT HOLDER","11","2011-01-28 11:10:00","2.67","16029.0","United Kingdom","BULK5"
"540173","71053","WHITE METAL LANTERN","5","2010-12-01 15:03:00","3.73","13047.0","EIRE","BULK5"
"540173","85099B","JUMBO BAG RED RETROSPOT","8","2010-12-01 15:03:00","1.85","13047.0","EIRE","NEWCUST"
"540173","47566","PARTY BUNTING","8","2010-12-01 15:03:00","4.95","13047.0","EIRE","SUMMER10"
"540174","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","3","2011-01-29 10:00:00","3.58","14096.0","United Kingdom","SUMMER10"
"540175","21730","GLASS STAR FROSTED T-LIGHT HOLDER","3","2011-01-19 12:15:00","4.49","14606.0","EIRE","SUMMER10"
"540175","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","12","2011-01-19 12:15:00","3.64","14606.0","EIRE",""
"540175","71053","WHITE METAL LANTERN","2","2011-01-19 12:15:00","3.69","14606.0","EIRE","BULK5"
"540175","47566","PARTY BUNTING","8","2011-01-19 12:15:00","5.36","14606.0","EIRE",""
"540176","22752","SET 7 BABUSHKA NESTING BOXES","2","2011-01-25 08:41:00","8.14","12583.0","Australia",""
"540177","85099B","JUMBO BAG RED RETROSPOT","6","2011-01-24 09:56:00","1.72","15311.0","EIRE","SUMMER10"
"540177","47566","PARTY BUNTING","5","2011-01-24 09:56:00","5.41","15311.0","EIRE",""
"540177","22632","HAND WARMER RED POLKA DOT","9","2011-01-24 09:56:00","2.23","15311.0","EIRE","BULK5"
"540178","85123A","WHITE HANGING HEART T-LIGHT HOLDER","9","2010-12-03 16:14:00","3.03","17850.0","Germany",""
"540179","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","11","2010-12-14 15:01:00","3.75","14096.0","EIRE",""
"540180","47566","PARTY BUNTING","4","2010-12-10 11:21:00","5.11","12583.0","Belgium",""
"540181","84029E","RED WOOLLY HOTTIE WHITE HEART","1","2010-12-14 16:31:00","3.67","16029.0","France",""
"540181","85123A","WHITE HANGING HEART T-LIGHT HOLDER","3","2010-12-14 16:31:00","2.93","16029.0","France",""
"540181","85123A","WHITE HANGING HEART T-LIGHT HOLDER","9","2010-12-14 16:31:00","2.96","16029.0","France","NEWCUST"
"540181","84406B","CREAM CUPID HEARTS COAT HANGER","6","2010-12-14 16:31:00","2.83","16029.0","France",""
