"InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country"
"540000","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","7","2011-01-22 14:01:00","3.85","14096.0","France"
"540000","47566","PARTY BUNTING","9","2011-01-22 14:01:00","4.87","14096.0","France"
"540000","85099B","JUMBO BAG RED RETROSPOT","3","2011-01-22 14:01:00","2.02","14096.0","France"
"540001","47566","PARTY BUNTING","5","2011-01-04 10:41:00","4.97","14606.0","Spain"
"540001","22752","SET 7 BABUSHKA NESTING BOXES","1","2011-01-04 10:41:00","7.58","14606.0","Spain"
"540001","22633","HAND WARMER UNION JACK","10","2011-01-04 10:41:00","2.25","14606.0","Spain"
"540001","71053","WHITE METAL LANTERN","7","2011-01-04 10:41:00","3.5","14606.0","Spain"
"540002","84406B","CREAM CUPID HEARTS COAT HANGER","5","2011-01-13 16:16:00","2.94","13777.0","Australia"
"540002","21730","GLASS STAR FROSTED T-LIGHT HOLDER","5","2011-01-13 16:16:00","4.49","13777.0","Australia"
"540002","71053","WHITE METAL LANTERN","10","2011-01-13 16:16:00","3.36","13777.0","Australia"
"540002","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","11","2011-01-13 16:16:00","3.55","13777.0","Australia"
"540003","47566","PARTY BUNTING","3","2011-01-21 10:21:00","5.06","13777.0","United Kingdom"
"540003","71053","WHITE METAL LANTERN","7","2011-01-21 10:21:00","3.65","13777.0","United Kingdom"
"540003","22752","SET 7 BABUSHKA NESTING BOXES","7","2011-01-21 10:21:00","7.92","13777.0","United Kingdom"
"540004","85123A","WHITE HANGING HEART T-LIGHT HOLDER","8","2011-01-02 10:13:00","2.85","16029.0","Australia"
"540005","20685","DOORMAT RED RETROSPOT","10","2010-12-14 12:52:00","6.99","15311.0","Germany"
"540006","21730","GLASS STAR FROSTED T-LIGHT HOLDER","10","2010-12-15 10:53:00","4.67","14606.0","Australia"
"540006","84406B","CREAM CUPID HEARTS COAT HANGER","5","2010-12-15 10:53:00","3.02","14606.0","Australia"
"540007","47566","PARTY BUNTING","11","2011-01-14 14:43:00","5.06","13047.0","United Kingdom"
"540008","84029E","RED WOOLLY HOTTIE WHITE HEART","1","2011-01-06 12:26:00","3.44","12583.0","Germany"
"540009","21730","GLASS STAR FROSTED T-LIGHT HOLDER","6","2010-12-30 09:16:00","4.5","15291.0","France"
"540010","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","10","2010-12-02 11:52:00","3.78","12583.0","Germany"
"540011","85099B","JUMBO BAG RED RETROSPOT","7","2011-01-30 14:27:00","1.94","16029.0","Netherlands"
"540012","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","9","2011-01-06 12:52:00","3.7","15311.0","France"
"540012","20685","DOORMAT RED RETROSPOT","8","2011-01-06 12:52:00","7.19","15311.0","France"
"540012","85099B","JUMBO BAG RED RETROSPOT","12","2011-01-06 12:52:00","2.08","15311.0","France"
"540013","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","8","2011-01-02 12:24:00","3.72","15291.0","France"
"540013","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","5","2011-01-02 12:24:00","3.67","15291.0","France"
"540013","85099B","JUMBO BAG RED RETROSPOT","6","2011-01-02 12:24:00","1.58","15291.0","France"
"540014","84406B","CREAM CUPID HEARTS COAT HANGER","11","2011-01-25 15:30:00","3.13","12583.0","United Kingdom"
"540014","22633","HAND WARMER UNION JACK","10","2011-01-25 15:30:00","1.87","12583.0","United Kingdom"
"540015","22752","SET 7 BABUSHKA NESTING BOXES","6","2010-12-23 08:53:00","7.67","12583.0","Belgium"
"540016","85099B","JUMBO BAG RED RETROSPOT","11","2011-01-08 10:17:00","1.73","16029.0","Australia"
"540016","20685","DOORMAT RED RETROSPOT","9","2011-01-08 10:17:00","7.13","16029.0","Australia"
"540016","22633","HAND WARMER UNION JACK","3","2011-01-08 10:17:00","1.99","16029.0","Australia"
"540016","22632","HAND WARMER RED POLKA DOT","12","2011-01-08 10:17:00","2.03","16029.0","Australia"
"540017","84029E","RED WOOLLY HOTTIE WHITE HEART","10","2011-01-26 16:36:00","3.34","15291.0","EIRE"
"540017","84406B","CREAM CUPID HEARTS COAT HANGER","9","2011-01-26 16:36:00","3.23","15291.0","EIRE"
"540017","22633","HAND WARMER UNION JACK","3","2011-01-26 16:36:00","2.05","15291.0","EIRE"
"540017","22633","HAND WARMER UNION JACK","5","2011-01-26 16:36:00","2.05","15291.0","EIRE"
"540018","21730","GLASS STAR FROSTED T-LIGHT HOLDER","12","2010-12-19 08:28:00","4.67","17850.0","Germany"
"540018","84406B","CREAM CUPID HEARTS COAT HANGER","10","2010-12-19 08:28:00","2.88","17850.0","Germany"
"540018","47566","PARTY BUNTING","7","2010-12-19 08:28:00","5.04","17850.0","Germany"
"540018","20685","DOORMAT RED RETROSPOT","5","2010-12-19 08:28:00","7.04","17850.0","Germany"
"540019","84406B","CREAM CUPID HEARTS COAT HANGER","1","2010-12-05 16:03:00","2.82","15311.0","Australia"
"540019","84029E","RED WOOLLY HOTTIE WHITE HEART","2","2010-12-05 16:03:00","3.71","15311.0","Australia"
"540019","85123A","WHITE HANGING HEART T-LIGHT HOLDER","8","2010-12-05 16:03:00","2.93","15311.0","Australia"
"540020","20685","DOORMAT RED RETROSPOT","4","2011-01-19 12:15:00","7.25","16029.0","France"
"540021","71053","WHITE METAL LANTERN","5","2010-12-29 16:59:00","3.66","17809.0","Belgium"
"540021","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","6","2010-12-29 16:59:00","3.48","17809.0","Belgium"
"540022","71053","WHITE METAL LANTERN","1","2010-12-14 09:42:00","3.82","17809.0","EIRE"
"540023","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","2","2010-12-26 15:53:00","3.78","17809.0","Spain"
"540023","22633","HAND WARMER UNION JACK","1","2010-12-26 15:53:00","2.17","17809.0","Spain"
"540023","20685","DOORMAT RED RETROSPOT","12","2010-12-26 15:53:00","7.41","17809.0","Spain"
"540024","22633","HAND WARMER UNION JACK","6","2010-12-13 09:57:00","2.0","16029.0","Spain"
"540024","85123A","WHITE HANGING HEART T-LIGHT HOLDER","8","2010-12-13 09:57:00","3.05","16029.0","Spain"
"540024","85123A","WHITE HANGING HEART T-LIGHT HOLDER","3","2010-12-13 09:57:00","3.02","16029.0","Spain"
"540024","20685","DOORMAT RED RETROSPOT","12","2010-12-13 09:57:00","7.58","16029.0","Spain"
"540025","47566","PARTY BUNTING","8","2010-12-14 11:53:00","5.34","13777.0","EIRE"
"540025","85099B","JUMBO BAG RED RETROSPOT","1","2010-12-14 11:53:00","1.6","13777.0","EIRE"
"540025","85123A","WHITE HANGING HEART T-LIGHT HOLDER","2","2010-12-14 11:53:00","2.85","13777.0","EIRE"
"540025","84029E","RED WOOLLY HOTTIE WHITE HEART","10","2010-12-14 11:53:00","3.39","13777.0","EIRE"
"540026","84406B","CREAM CUPID HEARTS COAT HANGER","12","2011-01-09 10:58:00","3.06","15291.0","Germany"
"540026","84029E","RED WOOLLY HOTTIE WHITE HEART","1","2011-01-09 10:58:00","3.88","15291.0","Germany"
"540027","84029E","RED WOOLLY HOTTIE WHITE HEART","12","2011-01-03 14:21:00","3.65","15311.0","Germany"
"540027","21730","GLASS STAR FROSTED T-LIGHT HOLDER","1","2011-01-03 14:21:00","4.25","15311.0","Germany"
"540027","85099B","JUMBO BAG RED RETROSPOT","6","2011-01-03 14:21:00","2.06","15311.0","Germany"
"540027","84029E","RED WOOLLY HOTTIE WHITE HEART","4","2011-01-03 14:21:00","3.49","15311.0","Germany"
"540028","22632","HAND WARMER RED POLKA DOT","12","2010-12-06 09:53:00","2.26","13777.0","Spain"
"540029","22752","SET 7 BABUSHKA NESTING BOXES","12","2010-12-04 09:57:00","7.7","17809.0","Spain"
"540030","85099B","JUMBO BAG RED RETROSPOT","7","2011-01-30 13:39:00","1.58","16029.0","Germany"
"540031","20685","DOORMAT RED RETROSPOT","5","2011-01-08 11:51:00","7.46","14096.0","Australia"
"540031","22633","HAND WARMER UNION JACK","8","2011-01-08 11:51:00","2.11","14096.0","Australia"
"540032","22752","SET 7 BABUSHKA NESTING BOXES","7","2010-12-17 16:53:00","7.64","17809.0","United Kingdom"
"540032","22633","HAND WARMER UNION JACK","6","2010-12-17 16:53:00","1.75","17809.0","United Kingdom"
"540032","84029E","RED WOOLLY HOTTIE WHITE HEART","3","2010-12-17 16:53:00","3.4","17809.0","United Kingdom"
"540032","21730","GLASS STAR FROSTED T-LIGHT HOLDER","5","2010-12-17 16:53:00","4.6","17809.0","United Kingdom"
"540033","20685","DOORMAT RED RETROSPOT","8","2010-12-27 09:49:00","7.18","15291.0","Spain"
"540033","84029E","RED WOOLLY HOTTIE WHITE HEART","2","2010-12-27 09:49:00","3.73","15291.0","Spain"
"540033","84406B","CREAM CUPID HEARTS COAT HANGER","8","2010-12-27 09:49:00","3.12","15291.0","Spain"
"540033","71053","WHITE METAL LANTERN","2","2010-12-27 09:49:00","3.47","15291.0","Spain"
"540034","71053","WHITE METAL LANTERN","10","2010-12-24 16:01:00","3.59","17850.0","Belgium"
"540035","21730","GLASS STAR FROSTED T-LIGHT HOLDER","8","2010-12-03 16:10:00","4.59","13777.0","Netherlands"
"540035","21730","GLASS STAR FROSTED T-LIGHT HOLDER","6","2010-12-03 16:10:00","4.68","13777.0","Netherlands"
"540035","84029E","RED WOOLLY HOTTIE WHITE HEART","5","2010-12-03 16:10:00","3.73","13777.0","Netherlands"
"540036","84029E","RED WOOLLY HOTTIE WHITE HEART","3","2011-01-17 10:39:00","3.74","14606.0","Spain"
"540037","22752","SET 7 BABUSHKA NESTING BOXES","1","2011-01-04 08:44:00","7.59","15291.0","United Kingdom"
"540037","71053","WHITE METAL LANTERN","4","2011-01-04 08:44:00","3.55","15291.0","United Kingdom"
"540037","22632","HAND WARMER RED POLKA DOT","11","2011-01-04 08:44:00","2.0","15291.0","United Kingdom"
"540037","84406B","CREAM CUPID HEARTS COAT HANGER","7","2011-01-04 08:44:00","2.96","15291.0","United Kingdom"
"540038","21730","GLASS STAR FROSTED T-LIGHT HOLDER","12","2010-12-10 12:04:00","4.49","14606.0","United Kingdom"
"540038","22632","HAND WARMER RED POLKA DOT","2","2010-12-10 12:04:00","1.93","14606.0","United Kingdom"
"540038","85123A","WHITE HANGING HEART T-LIGHT HOLDER","8","2010-12-10 12:04:00","3.04","14606.0","United Kingdom"
"540038","85099B","JUMBO BAG RED RETROSPOT","9","2010-12-10 12:04:00","1.6","14606.0","United Kingdom"
"540039","84029E","RED WOOLLY HOTTIE WHITE HEART","4","2011-01-04 09:57:00","3.55","14096.0","United Kingdom"
"540040","21730","GLASS STAR FROSTED T-LIGHT HOLDER","12","2011-01-08 15:25:00","4.21","15311.0","France"
"540040","85123A","WHITE HANGING HEART T-LIGHT HOLDER","6","2011-01-08 15:25:00","2.6","15311.0","France"
"540040","22633","HAND WARMER UNION JACK","2","2011-01-08 15:25:00","1.94","15311.0","France"
"540040","85123A","WHITE HANGING HEART T-LIGHT HOLDER","8","2011-01-08 15:25:00","2.71","15311.0","France"
"540041","20685","DOORMAT RED RETROSPOT","9","2011-01-18 09:45:00","7.51","17809.0","Australia"
"540042","22632","HAND WARMER RED POLKA DOT","5","2011-01-05 12:11:00","2.33","13777.0","Australia"
"540043","21730","GLASS STAR FROSTED T-LIGHT HOLDER","8","2010-12-07 16:40:00","4.44","14096.0","Australia"
"540043","85123A","WHITE HANGING HEART T-LIGHT HOLDER","7","2010-12-07 16:40:00","2.71","14096.0","Australia"
"540043","84406B","CREAM CUPID HEARTS COAT HANGER","12","2010-12-07 16:40:00","2.71","14096.0","Australia"
"540044","47566","PARTY BUNTING","2","2011-01-18 11:19:00","5.01","15291.0","France"
"540044","85123A","WHITE HANGING HEART T-LIGHT HOLDER","11","2011-01-18 11:19:00","2.81","15291.0","France"
"540045","20685","DOORMAT RED RETROSPOT","6","2010-12-11 15:11:00","7.35","17809.0","Germany"
"540045","22632","HAND WARMER RED POLKA DOT","4","2010-12-11 15:11:00","1.87","17809.0","Germany"
"540046","47566","PARTY BUNTING","2","2011-01-27 16:43:00","4.95","17850.0","Spain"
"540046","85123A","WHITE HANGING HEART T-LIGHT HOLDER","6","2011-01-27 16:43:00","2.81","17850.0","Spain"
"540046","84029E","RED WOOLLY HOTTIE WHITE HEART","5","2011-01-27 16:43:00","3.7","17850.0","Spain"
"540046","85099B","JUMBO BAG RED RETROSPOT","7","2011-01-27 16:43:00","1.9","17850.0","Spain"
"540047","21730","GLASS STAR FROSTED T-LIGHT HOLDER","3","2011-01-12 10:21:00","4.19","12583.0","Germany"
"540048","22632","HAND WARMER RED POLKA DOT","9","2011-01-17 08:55:00","1.77","13047.0","Belgium"
"540048","22752","SET 7 BABUSHKA NESTING BOXES","8","2011-01-17 08:55:00","8.04","13047.0","Belgium"
"540049","85123A","WHITE HANGING HEART T-LIGHT HOLDER","12","2011-01-25 10:45:00","2.84","14096.0","Germany"
"540050","22752","SET 7 BABUSHKA NESTING BOXES","10","2010-12-15 13:59:00","7.76","17850.0","Australia"
"540050","47566","PARTY BUNTING","2","2010-12-15 13:59:00","5.04","17850.0","Australia"
"540051","20685","DOORMAT RED RETROSPOT","7","2011-01-18 09:27:00","7.07","14096.0","Australia"
"540051","47566","PARTY BUNTING","7","2011-01-18 09:27:00","5.38","14096.0","Australia"
"540051","22752","SET 7 BABUSHKA NESTING BOXES","9","2011-01-18 09:27:00","8.07","14096.0","Australia"
"540051","20685","DOORMAT RED RETROSPOT","4","2011-01-18 09:27:00","7.21","14096.0","Australia"
"540052","22633","HAND WARMER UNION JACK","4","2010-12-16 14:32:00","2.31","17809.0","France"
"540053","85123A","WHITE HANGING HEART T-LIGHT HOLDER","9","2010-12-21 12:23:00","3.05","12583.0","France"
"540054","22633","HAND WARMER UNION JACK","9","2010-12-18 08:39:00","2.23","16029.0","Belgium"
"540055","22632","HAND WARMER RED POLKA DOT","4","2011-01-01 09:52:00","2.13","15291.0","EIRE"
"540055","84029E","RED WOOLLY HOTTIE WHITE HEART","2","2011-01-01 09:52:00","3.74","15291.0","EIRE"
"540055","85123A","WHITE HANGING HEART T-LIGHT HOLDER","11","2011-01-01 09:52:00","2.45","15291.0","EIRE"
"540055","21730","GLASS STAR FROSTED T-LIGHT HOLDER","6","2011-01-01 09:52:00","4.47","15291.0","EIRE"
"540056","85123A","WHITE HANGING HEART T-LIGHT HOLDER","5","2010-12-15 08:48:00","2.71","16029.0","EIRE"
"540056","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","12","2010-12-15 08:48:00","3.78","16029.0","EIRE"
"540056","85099B","JUMBO BAG RED RETROSPOT","12","2010-12-15 08:48:00","1.8","16029.0","EIRE"
"540057","22752","SET 7 BABUSHKA NESTING BOXES","10","2010-12-18 11:30:00","8.03","14096.0","United Kingdom"
"540057","84029E","RED WOOLLY HOTTIE WHITE HEART","5","2010-12-18 11:30:00","3.57","14096.0","United Kingdom"
"540057","47566","PARTY BUNTING","1","2010-12-18 11:30:00","5.23","14096.0","United Kingdom"
"540057","22752","SET 7 BABUSHKA NESTING BOXES","12","2010-12-18 11:30:00","7.88","14096.0","United Kingdom"
"540058","22633","HAND WARMER UNION JACK","11","2010-12-31 08:08:00","2.07","14606.0","United Kingdom"
"540058","85123A","WHITE HANGING HEART T-LIGHT HOLDER","3","2010-12-31 08:08:00","2.96","14606.0","United Kingdom"
"540059","85099B","JUMBO BAG RED RETROSPOT","1","2010-12-08 11:00:00","1.74","17809.0","Spain"
"540059","85099B","JUMBO BAG RED RETROSPOT","1","2010-12-08 11:00:00","2.09","17809.0","Spain"
"540059","71053","WHITE METAL LANTERN","10","2010-12-08 11:00:00","3.62","17809.0","Spain"
"540059","22752","SET 7 BABUSHKA NESTING BOXES","8","2010-12-08 11:00:00","7.75","17809.0","Spain"
"540060","84029E","RED WOOLLY HOTTIE WHITE HEART","3","2011-01-02 08:34:00","3.58","15291.0","EIRE"
"540060","85123A","WHITE HANGING HEART T-LIGHT HOLDER","7","2011-01-02 08:34:00","2.55","15291.0","EIRE"
"540060","84406B","CREAM CUPID HEARTS COAT HANGER","9","2011-01-02 08:34:00","2.85","15291.0","EIRE"
"540060","85123A","WHITE HANGING HEART T-LIGHT HOLDER","8","2011-01-02 08:34:00","2.55","15291.0","EIRE"
"540061","84406B","CREAM CUPID HEARTS COAT HANGER","9","2010-12-01 13:44:00","2.87","12583.0","EIRE"
"540061","22752","SET 7 BABUSHKA NESTING BOXES","6","2010-12-01 13:44:00","8.09","12583.0","EIRE"
"540061","71053","WHITE METAL LANTERN","4","2010-12-01 13:44:00","3.49","12583.0","EIRE"
"540062","22632","HAND WARMER RED POLKA DOT","8","2010-12-06 15:35:00","2.15","13047.0","Australia"
"540062","22752","SET 7 BABUSHKA NESTING BOXES","1","2010-12-06 15:35:00","7.98","13047.0","Australia"
"540062","71053","WHITE METAL LANTERN","4","2010-12-06 15:35:00","3.88","13047.0","Australia"
"540063","20685","DOORMAT RED RETROSPOT","2","2011-01-02 08:22:00","7.47","13047.0","Spain"
"540064","84029E","RED WOOLLY HOTTIE WHITE HEART","11","2011-01-15 08:31:00","3.85","17850.0","France"
"540065","47566","PARTY BUNTING","4","2010-12-22 14:37:00","4.98","13047.0","Netherlands"
"540065","84406B","CREAM CUPID HEARTS COAT HANGER","8","2010-12-22 14:37:00","2.89","13047.0","Netherlands"
"540065","47566","PARTY BUNTING","3","2010-12-22 14:37:00","5.32","13047.0","Netherlands"
"540066","47566","PARTY BUNTING","4","2010-12-15 16:29:00","4.88","13777.0","Spain"
"540066","84406B","CREAM CUPID HEARTS COAT HANGER","11","2010-12-15 16:29:00","2.87","13777.0","Spain"
"540066","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","10","2010-12-15 16:29:00","3.32","13777.0","Spain"
"540066","85123A","WHITE HANGING HEART T-LIGHT HOLDER","6","2010-12-15 16:29:00","2.7","13777.0","Spain"
"540067","71053","WHITE METAL LANTERN","4","2010-12-06 10:19:00","3.58","13777.0","United Kingdom"
"540067","47566","PARTY BUNTING","5","2010-12-06 10:19:00","5.22","13777.0","United Kingdom"
"540067","84406B","CREAM CUPID HEARTS COAT HANGER","11","2010-12-06 10:19:00","2.84","13777.0","United Kingdom"
"540067","71053","WHITE METAL LANTERN","10","2010-12-06 10:19:00","3.42","13777.0","United Kingdom"
"540068","84029E","RED WOOLLY HOTTIE WHITE HEART","4","2010-12-19 11:27:00","3.87","16029.0","Belgium"
"540068","22752","SET 7 BABUSHKA NESTING BOXES","11","2010-12-19 11:27:00","7.97","16029.0","Belgium"
"540068","71053","WHITE METAL LANTERN","11","2010-12-19 11:27:00","3.47","16029.0","Belgium"
"540068","20685","DOORMAT RED RETROSPOT","6","2010-12-19 11:27:00","7.4","16029.0","Belgium"
"540069","85123A","WHITE HANGING HEART T-LIGHT HOLDER","9","2011-01-05 09:23:00","2.8","14096.0","Netherlands"
"540069","71053","WHITE METAL LANTERN","5","2011-01-05 09:23:00","3.52","14096.0","Netherlands"
"540069","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","11","2011-01-05 09:23:00","3.85","14096.0","Netherlands"
"540070","21730","GLASS STAR FROSTED T-LIGHT HOLDER","4","2011-01-05 15:56:00","4.29","16029.0","Australia"
"540071","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","4","2010-12-01 12:09:00","3.78","15311.0","France"
"540072","84406B","CREAM CUPID HEARTS COAT HANGER","6","2010-12-25 08:49:00","2.67","16029.0","Germany"
"540072","20685","DOORMAT RED RETROSPOT","12","2010-12-25 08:49:00","7.38","16029.0","Germany"
"540073","84029E","RED WOOLLY HOTTIE WHITE HEART","4","2010-12-01 08:49:00","3.75","14606.0","United Kingdom"
"540073","22632","HAND WARMER RED POLKA DOT","7","2010-12-01 08:49:00","2.31","14606.0","United Kingdom"
"540073","21730","GLASS STAR FROSTED T-LIGHT HOLDER","9","2010-12-01 08:49:00","4.33","14606.0","United Kingdom"
"540073","85123A","WHITE HANGING HEART T-LIGHT HOLDER","8","2010-12-01 08:49:00","2.84","14606.0","United Kingdom"
"540074","20685","DOORMAT RED RETROSPOT","9","2010-12-30 13:30:00","7.34","12583.0","United Kingdom"
"540074","21730","GLASS STAR FROSTED T-LIGHT HOLDER","4","2010-12-30 13:30:00","4.4","12583.0","United Kingdom"
"540074","85123A","WHITE HANGING HEART T-LIGHT HOLDER","6","2010-12-30 13:30:00","2.57","12583.0","United Kingdom"
"540074","22633","HAND WARMER UNION JACK","4","2010-12-30 13:30:00","2.07","12583.0","United Kingdom"
"540075","22633","HAND WARMER UNION JACK","1","2011-01-26 08:36:00","1.81","15311.0","EIRE"
"540075","47566","PARTY BUNTING","9","2011-01-26 08:36:00","4.95","15311.0","EIRE"
"540076","71053","WHITE METAL LANTERN","9","2011-01-10 15:23:00","3.71","17850.0","Australia"
"540076","21730","GLASS STAR FROSTED T-LIGHT HOLDER","3","2011-01-10 15:23:00","4.21","17850.0","Australia"
"540076","47566","PARTY BUNTING","9","2011-01-10 15:23:00","5.25","17850.0","Australia"
"540076","85099B","JUMBO BAG RED RETROSPOT","7","2011-01-10 15:23:00","2.05","17850.0","Australia"
"540077","85099B","JUMBO BAG RED RETROSPOT","11","2011-01-29 10:32:00","1.59","15291.0","Australia"
"540077","21730","GLASS STAR FROSTED T-LIGHT HOLDER","9","2011-01-29 10:32:00","4.72","15291.0","Australia"
"540077","21730","GLASS STAR FROSTED T-LIGHT HOLDER","1","2011-01-29 10:32:00","4.16","15291.0","Australia"
"540077","21730","GLASS STAR FROSTED T-LIGHT HOLDER","9","2011-01-29 10:32:00","4.56","15291.0","Australia"
"540078","20685","DOORMAT RED RETROSPOT","3","2011-01-07 08:19:00","7.2","13777.0","France"
"540079","22632","HAND WARMER RED POLKA DOT","2","2011-01-02 08:27:00","2.16","17809.0","Belgium"
"540079","47566","PARTY BUNTING","3","2011-01-02 08:27:00","4.94","17809.0","Belgium"
"540079","84029E","RED WOOLLY HOTTIE WHITE HEART","2","2011-01-02 08:27:00","3.69","17809.0","Belgium"
"540080","22632","HAND WARMER RED POLKA DOT","1","2010-12-14 09:02:00","2.07","17850.0","Australia"
"540080","84029E","RED WOOLLY HOTTIE WHITE HEART","9","2010-12-14 09:02:00","3.72","17850.0","Australia"
"540080","47566","PARTY BUNTING","9","2010-12-14 09:02:00","5.4","17850.0","Australia"
"540080","22752","SET 7 BABUSHKA NESTING BOXES","12","2010-12-14 09:02:00","7.71","17850.0","Australia"
"540081","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","5","2011-01-27 16:15:00","3.54","14606.0","United Kingdom"
"540081","22752","SET 7 BABUSHKA NESTING BOXES","9","2011-01-27 16:15:00","7.78","14606.0","United Kingdom"
"540081","20685","DOORMAT RED RETROSPOT","8","2011-01-27 16:15:00","7.53","14606.0","United Kingdom"
"540081","85099B","JUMBO BAG RED RETROSPOT","3","2011-01-27 16:15:00","1.78","14606.0","United Kingdom"
"540082","85123A","WHITE HANGING HEART T-LIGHT HOLDER","7","2010-12-05 16:44:00","2.87","15311.0","Germany"
"540082","20685","DOORMAT RED RETROSPOT","12","2010-12-05 16:44:00","7.23","15311.0","Germany"
"540083","85099B","JUMBO BAG RED RETROSPOT","5","2011-01-26 15:40:00","1.68","16029.0","Netherlands"
"540084","22632","HAND WARMER RED POLKA DOT","3","2010-12-01 11:28:00","2.3","15291.0","Australia"
"540085","20685","DOORMAT RED RETROSPOT","9","2010-12-07 10:26:00","7.3","13777.0","EIRE"
"540085","85123A","WHITE HANGING HEART T-LIGHT HOLDER","5","2010-12-07 10:26:00","3.05","13777.0","EIRE"
"540085","71053","WHITE METAL LANTERN","6","2010-12-07 10:26:00","3.76","13777.0","EIRE"
"540086","85099B","JUMBO BAG RED RETROSPOT","12","2011-01-30 09:15:00","1.81","15291.0","Australia"
"540086","20685","DOORMAT RED RETROSPOT","2","2011-01-30 09:15:00","7.15","15291.0","Australia"
"540086","84406B","CREAM CUPID HEARTS COAT HANGER","2","2011-01-30 09:15:00","3.15","15291.0","Australia"
"540087","47566","PARTY BUNTING","5","2010-12-18 15:38:00","5.43","12583.0","Belgium"
"540087","84029E","RED WOOLLY HOTTIE WHITE HEART","4","2010-12-18 15:38:00","3.41","12583.0","Belgium"
"540087","71053","WHITE METAL LANTERN","8","2010-12-18 15:38:00","3.88","12583.0","Belgium"
"540088","85099B","JUMBO BAG RED RETROSPOT","10","2011-01-16 08:22:00","1.84","15311.0","Australia"
"540088","21730","GLASS STAR FROSTED T-LIGHT HOLDER","3","2011-01-16 08:22:00","4.17","15311.0","Australia"
"540089","21730","GLASS STAR FROSTED T-LIGHT HOLDER","5","2011-01-03 12:45:00","4.69","13777.0","United Kingdom"
"540089","71053","WHITE METAL LANTERN","6","2011-01-03 12:45:00","3.56","13777.0","United Kingdom"
"540089","84029E","RED WOOLLY HOTTIE WHITE HEART","7","2011-01-03 12:45:00","3.87","13777.0","United Kingdom"
"540090","85099B","JUMBO BAG RED RETROSPOT","6","2011-01-09 15:32:00","2.06","16029.0","Germany"
"540090","22752","SET 7 BABUSHKA NESTING BOXES","11","2011-01-09 15:32:00","7.63","16029.0","Germany"
"540091","21730","GLASS STAR FROSTED T-LIGHT HOLDER","7","2010-12-17 13:35:00","4.42","12583.0","Spain"
"540091","47566","PARTY BUNTING","3","2010-12-17 13:35:00","5.19","12583.0","Spain"
"540091","85123A","WHITE HANGING HEART T-LIGHT HOLDER","8","2010-12-17 13:35:00","2.55","12583.0","Spain"
"540092","85099B","JUMBO BAG RED RETROSPOT","1","2010-12-18 08:27:00","1.61","16029.0","Australia"
"540092","84029E","RED WOOLLY HOTTIE WHITE HEART","2","2010-12-18 08:27:00","3.43","16029.0","Australia"
"540092","84406B","CREAM CUPID HEARTS COAT HANGER","8","2010-12-18 08:27:00","3.08","16029.0","Australia"
"540092","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","9","2010-12-18 08:27:00","3.53","16029.0","Australia"
"540093","22632","HAND WARMER RED POLKA DOT","11","2010-12-09 11:53:00","2.2","16029.0","EIRE"
"540093","22632","HAND WARMER RED POLKA DOT","7","2010-12-09 11:53:00","1.83","16029.0","EIRE"
"540094","21730","GLASS STAR FROSTED T-LIGHT HOLDER","3","2011-01-11 16:47:00","4.49","14096.0","Spain"
"540094","21730","GLASS STAR FROSTED T-LIGHT HOLDER","2","2011-01-11 16:47:00","4.19","14096.0","Spain"
"540094","22752","SET 7 BABUSHKA NESTING BOXES","7","2011-01-11 16:47:00","7.77","14096.0","Spain"
"540095","22633","HAND WARMER UNION JACK","11","2011-01-28 12:12:00","2.31","15291.0","United Kingdom"
"540095","20685","DOORMAT RED RETROSPOT","5","2011-01-28 12:12:00","7.48","15291.0","United Kingdom"
"540095","47566","PARTY BUNTING","3","2011-01-28 12:12:00","5.1","15291.0","United Kingdom"
"540096","85123A","WHITE HANGING HEART T-LIGHT HOLDER","12","2010-12-01 14:02:00","2.5","17809.0","EIRE"
"540096","21730","GLASS STAR FROSTED T-LIGHT HOLDER","7","2010-12-01 14:02:00","4.67","17809.0","EIRE"
"540096","21730","GLASS STAR FROSTED T-LIGHT HOLDER","11","2010-12-01 14:02:00","4.65","17809.0","EIRE"
"540096","47566","PARTY BUNTING","7","2010-12-01 14:02:00","4.9","17809.0","EIRE"
"540097","21730","GLASS STAR FROSTED T-LIGHT HOLDER","6","2010-12-04 09:27:00","4.65","17850.0","Germany"
"540098","20685","DOORMAT RED RETROSPOT","4","2011-01-30 12:59:00","7.0","17809.0","Spain"
"540098","71053","WHITE METAL LANTERN","8","2011-01-30 12:59:00","3.82","17809.0","Spain"
